Job ID,Agency,Business Title,Job Category,Minimum Qual Requirements,Preferred Skills,Salary Range From,Salary Range To,Posting Date
177048,DEPT OF INFO TECH & TELECOMM,Application Support Reporting Specialist,Information Technology & Telecommunications,"(1) A baccalaureate degree from an accredited college, including or supplemented by twenty-four (24) semester credits in computer science or a related computer field and two (2) years of satisfactory full-time software experience in designing, programming, debugging, maintaining, implementing, and enhancing computer software applications, systems programming, systems analysis and design, data communication software, or database design and programming, including one year in a project leader capacity or as a major contributor on a complex project; or  (2) A four-year high school diploma or its educational equivalent and six (6) years of full-time satisfactory software experience as described in â€œ1\" above, including one year in a project leader capacity or as a major contributor on a complex project; or  (3) A satisfactory combination of education and experience that is equivalent to (1) or (2) above. College education may be substituted for up to two years of the required experience in (2) above on the basis that sixty (60) semester credits from an accredited college is equated to one year of experience. A masters degree in computer science or a related computer field may be substituted for one year of the required experience in (1) or (2) above. However, all candidates must have a four year high school diploma or its educational equivalent, plus at least one (1) year of satisfactory full-time software experience in a project leader capacity or as a major contributor on a complex project.  NOTE: In order to have your experience accepted as Project Leader or Major Contributor experience, you must explain in detail how your experience qualifies you as a project leader or as a major contributor. Experience in computer operations, technical support, quality assurance (QA), hardware installation, help desk, or as an end user will not be accepted for meeting the minimum qualification  requirements.  Special Note  To be eligible for placement in Assignment Level IV, in addition to the Qualification Requirements stated above, individuals must have one year of satisfactory experience in a project leader capacity or as a major contributor on a complex project in data administration, database management systems, operating systems, data communications systems, capacity planning, and/or on-line applications programming.","The preferred candidate should possess the following: A Bachelorâ€™s degree in a related IT field; 3+ years experience in a specialized role that includes implementation, support, and maintenance of large scale n-tier web applications; 3+ years hands-on experience with large scale data warehouses and analytics products; 3+ years of Relational and dimensional database experience; 3+ years PL/SQL experience; extremely proficient; 3+ years experience in business intelligence; performance tuning experience; data modeling experience; knowledge of HTML, XML and CSS and scripting; experience with MS SQL reporting; experience utilizing SAP business objects products for reports and administrating business object environment; knowledge of the implications of developing for high-availability clustered environments; experience MS SQL Reporting Services; experience with UNIX shell scripting; strong knowledge of server and application architectures; ability to work in cross functional teams to provide the best solution; strong customer and quality-focus; sound problem resolution, judgment, and decision-making skills; ability to work directly with customers to elicit and document reporting requirements; ability to develop clear and actionable reporting specifications based on these requirements; demonstrated experience working with technical and non-technical staff; outstanding collaboration and team building skills; strong written and verbal communication skills; excellent analytic, organization, presentation and facilitation skills; experience with WebLogic cluster environment; Database experience with MS SQL; experience with MS IIS Web Server and other J2EE application server such as Tomcat, JBOSS, WebSphere; and the ability to handle multiple tasks under tight deadlines.",81290.0,95896.0,2014-12-02T00:00:00.000+05:30
364642,DEPARTMENT OF BUSINESS SERV.,"EXECUTIVE DIRECTOR, REGULATORY REFORM",Constituent Services & Community Programs,"1. A baccalaureate degree from an accredited college or university and five years of full-time paid experience acquired within the last fifteen years, of supervisory or administrative experience including handling of business promotion or urban economic problems, at least 2 years of which must have been in a managerial or executive capacity with primary focus on business promotion or urban economic planning; or    2. A satisfactory equivalent combination of education and experience. However all candidates must have 2 years of managerial or executive experience as described in \"1\" above.     Appropriate graduate study in an accredited college or university may be substituted for the general experience on a year-for-year basis. All candidates must have a four-year high school diploma or its equivalent approved by a State's Department of Education or a recognized accrediting organization.","â€¢A graduate degree in law, public policy, public administration, or a closely related field. â€¢Proven ability to manage multiple projects with multiple stakeholders, perform under pressure, and respond to tight deadlines. â€¢The ability to combine attention to detail with a clear understanding of the big picture. â€¢Excellent creative and strategic thinking, problem solving, and research abilities. â€¢The ability to work with and communicate effectively, verbally and in writing, with a diverse array of internal and external stakeholders. â€¢Knowledge of regulatory processes is preferred, but not required. â€¢Proven track record of delivering results in a fast-paced, demanding work environment  â€¢Ability to work independently to solve project problems, including identifying and documenting options and recommendations to overcome project obstacles Excellent written and oral communications skills  â€¢Experience using customer relationship management tools or other database systems in order to track and manage services and outcomes desired  â€¢Excellent interpersonal, organizational, strategic thinking and quantitative/qualitative skills  â€¢Proficient with Microsoft Office applications, including Excel and PowerPoint. Familiarity with Visio preferred. â€¢Possession of a driverâ€™s license valued in New York City",67060.0,90000.0,2018-09-17T00:00:00.000+05:30
424550,DEPT OF ENVIRONMENT PROTECTION,Engineering Intern,"Engineering, Architecture, & Planning","1. A baccalaureate degree from an accredited college or university in engineering, architecture, landscape architecture, business administration, or public administration; or  2. A masters degree in architecture that is the first professional degree in architecture  from an accredited college or university.","Preference will be given to those with experience in the application of code requirements and preparation of civil engineering construction documents such as site plans, site grading, earthworks, and sediment/erosion control design, utility plan/profile design, prepare reports and analysis, specifications, cost estimate, hydrology and hydraulics analysis, storm drain, HGL modeling, storm water management technical reports. As well as familiarity with applications Hydro CAD, HEC-HMS & RAS, SWMM, TR-55.",51535.0,59265.0,2019-12-10T00:00:00.000+05:30
195805,ADMIN FOR CHILDREN'S SVCS,Tracking and Monitoring Data Analyst,Social Services,"1. A masterâ€™s degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) in economics, finance, accounting, business or public administration, human resources management, management science, operations research, organizational behavior, industrial psychology, statistics, personnel administration, labor relations, psychology, sociology, human resources development, political science, urban studies or a closely related field, and one year of satisfactory full-time professional experience in one or a combination of the following: working with the budget of a large public or private concern in budget administration, accounting, economic or financial administration, or fiscal or economic research; or in management or methods analysis, operations research, organizational research or program evaluation; or in personnel or public administration, recruitment, position classification, personnel relations, labor relations, employee   benefits, staff development, employment program planning/administration, labor market research, economic planning, social services program planning/evaluation, or fiscal management; or in a related area; or  2. A baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) and three years of satisfactory full-time professional experience in the areas described in â€œ1\" above.",â€¢	Excellent interpersonal skills â€¢	Exceptional written and communication skills â€¢	Excellent and demonstrable ability to develop verbal and written presentations,59536.0,88649.0,2015-05-29T00:00:00.000+05:30
391119,DEPT OF ENVIRONMENT PROTECTION,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement","(1) Four (4) years of full-time, satisfactory experience in civil engineering work; and   (2) A valid New York State Professional Engineerâ€™s License. Current New York State registration as a Professional Engineer must be maintained for the duration of your employment.    A masters degree in civil engineering from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and by the Council for Higher Education Accreditation (CHEA) may be substituted for one year of the civil engineering experience required in â€œ1\" above.  Special Note:  In addition to above qualification requirements, to be eligible for placement in Assignment Levels II and III, individuals must have at least one year within the last three years of experience as a major contributor or a project leader on a complex project requiring additional and specific expertise in the disciplines needed to design or construct the project.","â€¢	Strong technical, interpersonal, communication and computer skills with a working knowledge of MS Office software, and Project Scheduling Software.  â€¢	Strong knowledge of project management and project/program controls.  â€¢	Knowledge of design and construction industry standards and practices as well as a strong ability to work on a broad multidisciplinary base with various fields and trades as well as the ability to concurrently handle multiple related and non-related tasks.  â€¢	Proficiency in written and oral communication skills and have experience in writing and reviewing contract specifications for major public works projects.  â€¢	Ability to effectively communicate and conduct business with engineers/architects, inspectors, consultants, contractors, vendors, other agencies, and the public.  â€¢	This position requires operation of a motor vehicle to perform site visits, equipment testing, inspections, and to attend meetings with project stakeholders.",87490.0,118610.0,2019-04-22T00:00:00.000+05:30
395989,DEPT OF HEALTH/MENTAL HYGIENE,"Data Analyst, Bureau of Tuberculosis Control",Health,"1.  For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with a specialization in an appropriate field of physical, biological or environmental science or in public health.  To be appointed to Assignment Level II and above, candidates must have:  1. A doctorate degree from an accredited college or university with specialization in an appropriate field of physical, biological, environmental or social science and one year of full-time experience in a responsible supervisory, administrative or research capacity in the appropriate field of specialization; or  2. A master's degree from an accredited college or university with specialization in an appropriate field of physical, biological, environmental or social science and three years of responsible full-time research experience in the appropriate field of specialization; or  3. Education and/or experience which is equivalent to \"1\" or \"2\" above. However, all candidates must have at least a master's degree in an appropriate field of specialization and at least two years of experience described in \"2\" above. Two years as a City Research Scientist Level I can be substituted for the experience required in \"1\" and \"2\" above.    NOTE:  Probationary Period  Appointments to this position are subject to a minimum probationary period of one year.",- Strong oral and written communication skills - Advance knowledge of Microsoft Suite including Excel and Access - Proficient in SAS or R,73305.0,84301.0,2019-09-25T00:00:00.000+05:30
415538,DEPT OF DESIGN & CONSTRUCTION,Deputy Director,"Engineering, Architecture, & Planning","At least six years of full-time satisfactory experience in construction management work on capital projects, each one of which must have had a dollar value of at least $15,000, at least eighteen months of which must have been in a managerial or consultative capacity in an organization responsible for the management of construction; and a combination of the following, sufficient to equal a total of ten years of education and experience: a. Full-time satisfactory experience in construction inspection on capital projects, each one of which must have had a dollar value of at least $15,000. One year of acceptable experience will be credited for each year of construction inspection experience up to a maximum of four years. b. Full-time satisfactory experience in building construction as a journeyperson in one or more of the skilled building construction trades. One year of acceptable experience will be credited for each year of journeyperson experience up to a maximum of four years. c. Education in an accredited college leading to a bachelor's degree in architecture, landscape architecture, or air pollution control, chemical, civil including structural and bridge design, electrical, mechanical, or sanitary engineering will be credited on the basis of 30 credits for one year of acceptable experience up to a maximum of four years. A New York State license as a professional engineer or registered architect or a license as a professional engineer or registered architect from a state that has reciprocity with New York State may be substituted for the four years of education and experience described in \"a\", \"b\" and \"c\" above. However, all candidates must have at least six years of experience in construction management work described above, including at least eighteen months in a managerial or consultative capacity in an organization responsible for the management of construction.  License Requirements Possession of a Motor Vehicle Driver License valid in the State of New York. Employees must maintain the license during their employment.","Candidates should have construction and supervisory experience; working knowledge of the various types of capital construction contracts.  Knowledge of the Federal and Housing and Urban Development (HUD) guidelines, requirements and boilerplates for implementation into bid documents and procurement is preferred. Also, candidates must have strong verbal and written skills and be proficient in Microsoft Office.",52137.0,141865.0,2019-10-18T00:00:00.000+05:30
416701,DEPARTMENT OF INVESTIGATION,Procurement Analyst,"Finance, Accounting, & Procurement Public Safety, Inspections, & Enforcement","1. A baccalaureate degree from an accredited college and six months of satisfactory full-time professional experience in procurement of goods, services, construction or construction-related services, or professional, technical or administrative experience in contract negotiation/management; or  2. An associate degree or completion of 60 semester credits from an accredited college, and 18 months of satisfactory, full-time professional experience as described in â€œ1â€ above; or  3. A four-year high school diploma or its educational equivalent and two and one-half years of satisfactory full time professional experience as described in â€œ1â€ above; or  4. A combination of education and/or experience equivalent to â€œ1â€, â€œ2â€, or â€œ3â€ above. College education may be substituted for professional experience under â€œ2â€ or â€œ3â€ above at the rate of 30 semester credits from an accredited college for 6 months of experience. However, all candidates must have at least a four year high school diploma or its educational equivalent and 6 months of the experience described in â€œ1â€ above.  SPECIAL NOTES:  To be eligible for placement in Assignment Level II, individuals must have, after meeting the minimum requirements, either one year served at Assignment Level I or one additional year of the experience described in \"1\" above.  To be eligible for placement in Assignment Level III, individuals must have, after meeting the minimum requirements, either one year served at Assignment Level II or two additional years of the experience described in \"1\" above, at least one year of which must have been supervisory, or spent performing professional procurement duties equivalent to those performed at Assignment Level III.","1. Experience with Financial Management System (FMS), Automated Procurement Tracking System (APT), Direct Online Ordering System (DMSS), Procurement Policy Board Rules,Vendor Source, SBS Online Directory,VENDEX, and PASSPort. 2. Excellent interpersonal, communication and organizational skills. 3. Proficiency in Microsoft Office and Excel. 4. Detail oriented.",55659.0,70390.0,2019-10-16T00:00:00.000+05:30
417085,DEPT OF CITYWIDE ADMIN SVCS,"Project Manager #1, Capital Implementation","Engineering, Architecture, & Planning","1. A four-year high school diploma or its educational equivalent approved by a Stateâ€™s Department of Education or a recognized accrediting organization, and five years of full-time satisfactory experience managing and/or inspecting one or more construction projects which must have a total cost of at least $300,000 for each of the five years of the required experience; or  2. One year of the experience as described in â€œ1â€ above and a baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U. S. Secretary of Education and by the Council for Higher Education Accreditation (CHEA), in engineering, engineering technology, architecture, architectural technology, landscape architecture, construction, construction technology, or construction management; or  3. One year of the experience as described in â€œ1â€ above and a valid license as a professional engineer, registered architect, or registered landscape architect, issued by a board of examining engineers, architects, or landscape architects duly established and qualified pursuant to the laws of any state or territory of the United States; or  4. A four-year high school diploma or its educational equivalent approved by a State's Department of Education or a recognized accrediting organization, and a combination of at least two years of experience as described in â€œ1â€ above and the education as described in â€œ2â€ above to equal a total of five years of education and experience. Matriculation in an undergraduate college degree program as described in â€œ2â€ above may be substituted for experience on the basis of 30 semester credits for one year of satisfactory full-time experience up to a maximum of three years of experience.     Note: Candidates must specify for each construction project they worked on: a description of the construction project, the time period they worked on the construction project, and the type of work they performed. Candidates must also specify the money allotted for the project.    Driver License Requirement: At the time of appointment to this position, you must have a motor vehicle driver license valid in the State of New York. If you have moving violations, license suspension or an accident record, you may be disqualified. This license must be maintained for the duration of your employment.    5. For Assignment to Level II, In addition to meeting the \"Qualification Requirements\" above, candidates must have one additional year of satisfactory full-time experience working in Assignment Level I; or one additional year of satisfactory full-time experience as described in \"1\" above.  6.  For Assignment to Level III, in addition to meeting the Qualification Requirements for Construction Project Manager, candidates must have two additional years of satisfactory full-time experience working in Construction Project Manager Assignment Level I and II; or two additional years of satisfactory full-time experience as described in question \"1\" above and possess a motor vehicle driver license valid in the State of New York which must be maintained for the duration of employment noting that if you have moving violations, license suspension or an accident record, you may be disqualified.","The ideal candidate will bring the following skills and experience to this position:  â€¢	Bachelorâ€™s degree in electrical, mechanical, or environmental engineering.  â€¢	Masterâ€™s degree in electrical, mechanical, or environmental engineering. â€¢	At least 3 yearsâ€™ experience in analyzing building energy efficiency technologies and controls and specifying upgrades to improve the energy performance of building systems. â€¢	Experience in the design and construction of energy efficiency retrofits in diverse buildings that vary in age, size, and use. â€¢	Strong knowledge of applicable IESNA/ASHRAE design codes, design standards, and specification requirements, with the ability to interpret and apply them to specific project scopes. â€¢	Familiarity with the National Electric Code and NYC electrical and energy codes. â€¢	Familiarity with energy usage, energy cost savings, and avoided greenhouse gas emissions calculation methodologies. â€¢	Skilled at managing program operations and budgets. â€¢	Professional Engineer (P.E.) credential.  â€¢	Strong written and verbal communication skills â€¢	Proficient computer skills, including Microsoft applications.  â€¢	Well-organized, detail-oriented, and capable of managing multiple responsibilities and deadlines simultaneously.",75000.0,85000.0,2019-11-01T00:00:00.000+05:30
398941,DEPT OF DESIGN & CONSTRUCTION,Payment Analyst,"Finance, Accounting, & Procurement","1. A masterâ€™s degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) in economics, finance, accounting, business or public administration, human resources management, management science, operations research, organizational behavior, industrial psychology, statistics, personnel administration, labor relations, psychology, sociology, human resources development, political science, urban studies or a closely related field; or  2. A baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U.S. Secretary of Education and the Council for Higher Education Accreditation (CHEA) and two years of satisfactory full-time professional experience working in one or a combination of the following areas: working with the budget of a large public or private concern in budget administration, accounting, economic or financial administration, or fiscal or economic research; or in management or methods analysis, operations research, organizational research or program evaluation; or in personnel or public administration, recruitment, position classification, personnel relations, labor relations, employee benefits, staff development, employment program planning/administration, labor market research, economic planning, social services program planning/evaluation or fiscal management; or in a related area.  Special Note:  To be eligible for placement in Assignment Level II, individuals must have, after meeting the minimum requirements, one additional year of professional experience as described in \"2\" above.","Candidates should possess strong analytic abilities and be proficient in Microsoft Excel and Access.  In addition, candidate must be able to manage multiple projects simultaneously, and translate business data into digestible information that improves agency processes.",58152.0,74479.0,2019-07-05T00:00:00.000+05:30
